,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
595,Pelham Bay,40.85064141,-73.83207378,PR SAZON,40.85294,-73.8275,Latin American Restaurant
596,Pelham Bay,40.85064141,-73.83207378,Sophie's Diner,40.85329368,-73.82776869,Diner
597,Schuylerville,40.82657952,-73.82620276,Cabo,40.82595968,-73.82135166,Mexican Restaurant
598,Schuylerville,40.82657952,-73.82620276,Pete's Donut Shop & Restaurant,40.82641164,-73.82160457,Diner
599,Schuylerville,40.82657952,-73.82620276,Cestra's Pizza,40.828733,-73.823949,Pizza Place
600,Schuylerville,40.82657952,-73.82620276,Pete's Diner,40.82642503,-73.82156218,Diner
601,Schuylerville,40.82657952,-73.82620276,Legendary Bar and Restaurant,40.83086249,-73.82638589,American Restaurant
602,Schuylerville,40.82657952,-73.82620276,Dunkin',40.82634614,-73.82217273,Donut Shop
603,Schuylerville,40.82657952,-73.82620276,Taqueria Lupita,40.82920251,-73.82689248,Mexican Restaurant
604,Schuylerville,40.82657952,-73.82620276,McDonald's,40.82759967,-73.82364126,Fast Food Restaurant
605,Schuylerville,40.82657952,-73.82620276,Subway,40.8267868,-73.82269184,Sandwich Place
606,Schuylerville,40.82657952,-73.82620276,Domino's Pizza,40.82687097,-73.82279277,Pizza Place
607,Schuylerville,40.82657952,-73.82620276,Ohana Hibachi Steak & Seafood,40.828645,-73.824702,Japanese Restaurant
608,Schuylerville,40.82657952,-73.82620276,Sam's Deli,40.828121,-73.82341,Deli / Bodega
609,Schuylerville,40.82657952,-73.82620276,Bronx Pizzeria,40.82918212,-73.82689264,Pizza Place
610,Schuylerville,40.82657952,-73.82620276,Kim's Chinese and Sushi,40.8269175,-73.82271415,Sushi Restaurant
611,Schuylerville,40.82657952,-73.82620276,Hk Kitchen And Draft House,40.828957,-73.82444,American Restaurant
612,Schuylerville,40.82657952,-73.82620276,Casa Restaurant & Lounge,40.82893451,-73.82434349,Latin American Restaurant
613,Schuylerville,40.82657952,-73.82620276,Cousin Pizzeria,40.82947,-73.82501,Pizza Place
614,Schuylerville,40.82657952,-73.82620276,Quality Chef Chinese Restaurant,40.829672,-73.824906,Chinese Restaurant
615,Schuylerville,40.82657952,-73.82620276,Jun Bo Restaurant,40.82524492,-73.82072266,Asian Restaurant
616,Edgewater Park,40.82198612,-73.81388514,Muscle Maker Grill,40.81939123,-73.81729768,American Restaurant
617,Edgewater Park,40.82198612,-73.81388514,Tommy's Pizzeria,40.81957294,-73.81748174,Pizza Place
618,Edgewater Park,40.82198612,-73.81388514,Patricia's of Tremont,40.82311889,-73.81940281,Italian Restaurant
619,Edgewater Park,40.82198612,-73.81388514,Green Dragon,40.81887821,-73.81679307,Asian Restaurant
620,Edgewater Park,40.82198612,-73.81388514,S & W Deli,40.81948471,-73.81758001,Deli / Bodega
621,Edgewater Park,40.82198612,-73.81388514,Franks Pizza & Restaurant,40.81872123,-73.81723942,Pizza Place
622,Edgewater Park,40.82198612,-73.81388514,Tosca Marquee,40.81922226,-73.81760067,Italian Restaurant
623,Edgewater Park,40.82198612,-73.81388514,Spoto's Italian Restaurant,40.82039947,-73.81770249,Italian Restaurant
624,Edgewater Park,40.82198612,-73.81388514,Rino's Italian Restaurant,40.82123091,-73.81874316,Italian Restaurant
625,Edgewater Park,40.82198612,-73.81388514,BP,40.81999404,-73.80997695,Donut Shop
626,Edgewater Park,40.82198612,-73.81388514,Frank And Sons Deli & Grocery,40.82253191,-73.81077387,Deli / Bodega
627,Edgewater Park,40.82198612,-73.81388514,Ruane's Deli,40.822433,-73.810703,Deli / Bodega
628,Edgewater Park,40.82198612,-73.81388514,The PTA,40.823682,-73.810646,Pizza Place
629,Edgewater Park,40.82198612,-73.81388514,Throgs Neck Fried Chicken,40.820301,-73.817791,Fast Food Restaurant
630,Edgewater Park,40.82198612,-73.81388514,IKKO Hibachi Sushi Asian Bistro,40.821156,-73.818528,Japanese Restaurant
631,Edgewater Park,40.82198612,-73.81388514,Dunkin',40.82010765,-73.80993284,Donut Shop
632,Edgewater Park,40.82198612,-73.81388514,Hawaii Chinese Kitchen,40.818697,-73.817371,Chinese Restaurant
633,Castle Hill,40.81901438,-73.8480273,Shorehaven Diner,40.8196945,-73.84788847,Diner
634,Castle Hill,40.81901438,-73.8480273,Franks Original Pizza Italia,40.82286427,-73.84890932,Pizza Place
635,Castle Hill,40.81901438,-73.8480273,El Sazon Criollo,40.820957,-73.848083,Latin American Restaurant
636,Castle Hill,40.81901438,-73.8480273,The Soul Shack Cafe,40.821401,-73.848313,Food
637,Castle Hill,40.81901438,-73.8480273,F & J Deli,40.822888,-73.84862,Deli / Bodega
638,Castle Hill,40.81901438,-73.8480273,Crown Fried Chicken,40.822888,-73.84862,Southern / Soul Food Restaurant
639,Castle Hill,40.81901438,-73.8480273,Pizza Italia,40.822888,-73.84862,Pizza Place
640,Olinville,40.87137078,-73.86332362,Lash West Indian and American Cuisine,40.871159,-73.86305,Food
641,Olinville,40.87137078,-73.86332362,Feroza's Roti Shop,40.87144539,-73.86656225,Caribbean Restaurant
642,Olinville,40.87137078,-73.86332362,Richie Rich,40.87149581,-73.86442425,Caribbean Restaurant
643,Olinville,40.87137078,-73.86332362,Lee's Chinese Kitchen Of The Bronx,40.871159,-73.86305,Chinese Restaurant
644,Olinville,40.87137078,-73.86332362,La Estrella Bar & Restaurant,40.87100085,-73.86534051,Mexican Restaurant
645,Olinville,40.87137078,-73.86332362,Candys bakery,40.871124,-73.864931,Bakery
646,Olinville,40.87137078,-73.86332362,Brave Deli Grocery,40.87128448,-73.86658478,Deli / Bodega
647,Olinville,40.87137078,-73.86332362,Fat Boy Deli,40.871676,-73.866793,Deli / Bodega
648,Olinville,40.87137078,-73.86332362,Three Boys From Italy,40.87128448,-73.86685181,Pizza Place
649,Olinville,40.87137078,-73.86332362,k & Q Chinese Food,40.87139632,-73.86687442,Chinese Restaurant
650,Olinville,40.87137078,-73.86332362,Kennedy Fried Chicken,40.87206161,-73.8672126,Fried Chicken Joint
651,Olinville,40.87137078,-73.86332362,El Bandido Restaurant,40.871882,-73.867466,Food
652,Olinville,40.87137078,-73.86332362,Burke Avenue Fried Chicken,40.87195587,-73.8674469,Fried Chicken Joint
653,Olinville,40.87137078,-73.86332362,D'angelo's Italian Pizzeria & Restaurant,40.875193,-73.860387,Pizza Place
654,Pelham Gardens,40.86296562,-73.84161195,Fratelli's,40.86301898,-73.84360741,Italian Restaurant
655,Pelham Gardens,40.86296562,-73.84161195,Caridad & Louie,40.86584304,-73.8377067,Spanish Restaurant
656,Pelham Gardens,40.86296562,-73.84161195,Dunkin',40.86230278,-73.84392477,Donut Shop
657,Pelham Gardens,40.86296562,-73.84161195,Casa Doro,40.86267353,-73.84357087,Deli / Bodega
658,Pelham Gardens,40.86296562,-73.84161195,SUBWAY,40.86233902,-73.84385681,Sandwich Place
659,Pelham Gardens,40.86296562,-73.84161195,Rich Restaurant,40.862519,-73.843699,Chinese Restaurant
660,Pelham Gardens,40.86296562,-73.84161195,Carbo's Pizzeria,40.86249,-73.843079,Pizza Place
661,Pelham Gardens,40.86296562,-73.84161195,C&C Coffee Shop & Deli,40.86212762,-73.84327611,Spanish Restaurant
662,Pelham Gardens,40.86296562,-73.84161195,Villa Maria Restaurant,40.862273,-73.843071,Pizza Place
663,Pelham Gardens,40.86296562,-73.84161195,C&C Deli And Coffee Shop And Pastry,40.862273,-73.843071,Café
664,Pelham Gardens,40.86296562,-73.84161195,Yummy House,40.86249,-73.843079,Chinese Restaurant
665,Pelham Gardens,40.86296562,-73.84161195,Johnnys Best Sandwhich,40.865265,-73.837317,Sandwich Place
666,Pelham Gardens,40.86296562,-73.84161195,Enzos Culinary Corner,40.859612,-73.838751,Food
667,Pelham Gardens,40.86296562,-73.84161195,Pelham Bay Diner,40.86537502,-73.83724559,American Restaurant
668,Concourse,40.83428381,-73.91558942,El Gran Valle Restaurant,40.833175,-73.914476,Spanish Restaurant
669,Concourse,40.83428381,-73.91558942,Kennedy Fried Chicken & Pizza,40.83413509,-73.9168972,Fried Chicken Joint
670,Concourse,40.83428381,-73.91558942,Lucky House Chinese Restaurant,40.83393303,-73.91667401,Chinese Restaurant
671,Concourse,40.83428381,-73.91558942,Marinells Bakery,40.83336858,-73.91445286,Bakery
672,Concourse,40.83428381,-73.91558942,Tiny's Pizza & Pasta,40.83092958,-73.91662583,Italian Restaurant
673,Concourse,40.83428381,-73.91558942,Concourse Jamaican Bakery,40.83352343,-73.91482436,Caribbean Restaurant
674,Concourse,40.83428381,-73.91558942,Dunkin',40.8354434,-73.9209927,Donut Shop
675,Concourse,40.83428381,-73.91558942,Domino's Pizza,40.83587284,-73.92099072,Pizza Place
676,Concourse,40.83428381,-73.91558942,Gourmet Deli,40.8326022,-73.91529166,Deli / Bodega
677,Concourse,40.83428381,-73.91558942,Kennedy Fried Chicken & Pizza,40.83399582,-73.91710663,Fried Chicken Joint
678,Concourse,40.83428381,-73.91558942,Mom's Fried Chicken,40.833746,-73.914583,Fried Chicken Joint
679,Concourse,40.83428381,-73.91558942,Eastern Chinese Style,40.833852,-73.91496116,Chinese Restaurant
680,Concourse,40.83428381,-73.91558942,Pizza,40.83422089,-73.91716766,Pizza Place
681,Concourse,40.83428381,-73.91558942,Caridad Kitchen,40.83326646,-73.91429676,Spanish Restaurant
682,Concourse,40.83428381,-73.91558942,PG Pizza,40.833902,-73.915116,Pizza Place
683,Concourse,40.83428381,-73.91558942,1270 morris ave,40.834818,-73.912871,Deli / Bodega
684,Concourse,40.83428381,-73.91558942,McDonald's,40.8351298,-73.9198667,Fast Food Restaurant
685,Concourse,40.83428381,-73.91558942,RHZ DELI GROCERY,40.83251226,-73.9136467,Deli / Bodega
686,Concourse,40.83428381,-73.91558942,Papaye Restaurant,40.83242,-73.917956,African Restaurant
687,Concourse,40.83428381,-73.91558942,Yummy Cafe & Grill,40.832606,-73.919087,Food Truck
688,Concourse,40.83428381,-73.91558942,National Bakery,40.834919,-73.919812,Bakery
689,Concourse,40.83428381,-73.91558942,Kennedy's Chicken & Sandwiches,40.83508,-73.920174,Fast Food Restaurant
690,Concourse,40.83428381,-73.91558942,Happy Garden,40.83524179,-73.92084697,Chinese Restaurant
691,Concourse,40.83428381,-73.91558942,Giovanni's Iv Italian Restraurant & Pizzeria,40.83523898,-73.92086126,Italian Restaurant
692,Concourse,40.83428381,-73.91558942,Lily's Restaurant,40.83567906,-73.9208381,Mexican Restaurant
693,Concourse,40.83428381,-73.91558942,El Pollo #1,40.83036041,-73.91355133,Deli / Bodega
694,Concourse,40.83428381,-73.91558942,Jimmy's Luncheonette,40.83412933,-73.90984344,Food
695,Concourse,40.83428381,-73.91558942,La Nueva Win Hing Restaurant,40.835461,-73.921167,Chinese Restaurant
696,Unionport,40.8297743,-73.85053524,Brisas Del Caribe Restaurant,40.8321281,-73.85126957,Latin American Restaurant
697,Unionport,40.8297743,-73.85053524,Sabrosura,40.83193564,-73.85101899,Latin American Restaurant
698,Unionport,40.8297743,-73.85053524,Havana Café,40.83319503,-73.85141689,Spanish Restaurant
699,Unionport,40.8297743,-73.85053524,Lulu's Coffee Shop,40.83190012,-73.85112922,Diner
700,Unionport,40.8297743,-73.85053524,Jimmy's Grand Cafe,40.82765088,-73.85027097,Comfort Food Restaurant
701,Unionport,40.8297743,-73.85053524,Cross Bronx Pizzeria,40.83006887,-73.85081764,Pizza Place
702,Unionport,40.8297743,-73.85053524,Jenny's Roti Shop,40.833876,-73.851235,Caribbean Restaurant
703,Unionport,40.8297743,-73.85053524,Dunkin',40.8339096,-73.8517984,Donut Shop
704,Unionport,40.8297743,-73.85053524,Marisco Centro Seafood Resaurant,40.83144,-73.850593,Seafood Restaurant
705,Unionport,40.8297743,-73.85053524,Top Banana,40.82675618,-73.84986724,Deli / Bodega
706,Unionport,40.8297743,-73.85053524,Dunkin',40.83408247,-73.85172635,Donut Shop
707,Unionport,40.8297743,-73.85053524,Melanies Roti Bar And Grill,40.833293,-73.85104,Indian Restaurant
708,Unionport,40.8297743,-73.85053524,Jimmy's Grand Cafe,40.827721,-73.850387,Diner
709,Unionport,40.8297743,-73.85053524,Wendy’s,40.8338235,-73.8529678,Fast Food Restaurant
710,Unionport,40.8297743,-73.85053524,Castle Hill Food Corp.,40.8262825,-73.84992218,Deli / Bodega
711,Unionport,40.8297743,-73.85053524,China King,40.8336,-73.851132,Chinese Restaurant
712,Unionport,40.8297743,-73.85053524,Blimpie,40.833876,-73.851235,Sandwich Place
713,Unionport,40.8297743,-73.85053524,Checkers,40.834041,-73.851148,Burger Joint
714,Unionport,40.8297743,-73.85053524,China One,40.83419398,-73.85136247,Asian Restaurant
715,Edenwald,40.8845613,-73.84808272,Laconia Deli & Grocery,40.883596,-73.849472,Deli / Bodega
716,Edenwald,40.8845613,-73.84808272,Kennedy's Chicken & Pizza,40.8862056,-73.8481004,Fried Chicken Joint
717,Edenwald,40.8845613,-73.84808272,Laconia Pizza,40.88474,-73.849268,Pizza Place
718,Edenwald,40.8845613,-73.84808272,Blue Mountain Cuisine,40.882701,-73.849456,Food
719,Edenwald,40.8845613,-73.84808272,Mandarin House,40.888139,-73.847119,Chinese Restaurant
720,Bay Ridge,40.62580107,-74.03062069,Bagel Boy,40.627896,-74.029335,Bagel Shop
721,Bay Ridge,40.62580107,-74.03062069,Leo's Casa Calamari,40.6242,-74.030931,Pizza Place
722,Bay Ridge,40.62580107,-74.03062069,Pegasus Cafe,40.62316835,-74.03118624,Breakfast Spot
723,Bay Ridge,40.62580107,-74.03062069,Ho' Brah Taco Joint,40.62295987,-74.03137095,Taco Place
724,Bay Ridge,40.62580107,-74.03062069,Blue Door Souvlakia,40.624567,-74.030311,Greek Restaurant
725,Bay Ridge,40.62580107,-74.03062069,Karam,40.62293134,-74.02831553,Middle Eastern Restaurant
726,Bay Ridge,40.62580107,-74.03062069,XIN,40.62508204,-74.03049369,Chinese Restaurant
727,Bay Ridge,40.62580107,-74.03062069,Georgian Dream Cafe and Bakery,40.625586,-74.030196,Caucasian Restaurant
728,Bay Ridge,40.62580107,-74.03062069,Tuscany Grill,40.62291326,-74.03138652,Italian Restaurant
729,Bay Ridge,40.62580107,-74.03062069,Elia Restaurant,40.62309044,-74.0311557,Greek Restaurant
730,Bay Ridge,40.62580107,-74.03062069,Nonno's Pizza,40.62164968,-74.03185368,Pizza Place
731,Bay Ridge,40.62580107,-74.03062069,Zio Toto,40.62479085,-74.03055088,Italian Restaurant
732,Bay Ridge,40.62580107,-74.03062069,Sofia Restorante Italiano,40.62484746,-74.03052233,Italian Restaurant
733,Bay Ridge,40.62580107,-74.03062069,Inaka,40.62514056,-74.03041782,Sushi Restaurant
734,Bay Ridge,40.62580107,-74.03062069,Peppino's,40.62985081,-74.02848135,Pizza Place
735,Bay Ridge,40.62580107,-74.03062069,Coffee Rx,40.62211487,-74.03190842,Café
736,Bay Ridge,40.62580107,-74.03062069,Cebu' Bar & Bistro,40.62181234,-74.03172699,New American Restaurant
737,Bay Ridge,40.62580107,-74.03062069,Chadwick's Restaurant,40.62144962,-74.03196395,American Restaurant
738,Bay Ridge,40.62580107,-74.03062069,Greenhouse Cafe,40.62954153,-74.02851357,American Restaurant
739,Bay Ridge,40.62580107,-74.03062069,Lobo Loco,40.62356257,-74.03104678,Mexican Restaurant
740,Bay Ridge,40.62580107,-74.03062069,H & L Bagels,40.62162468,-74.03183113,Bagel Shop
741,Bay Ridge,40.62580107,-74.03062069,The Pearl Room,40.62393563,-74.03097906,Seafood Restaurant
742,Bay Ridge,40.62580107,-74.03062069,Giacomo's Wood Fired Pizza & Trattoria,40.62853487,-74.02905124,Italian Restaurant
743,Bay Ridge,40.62580107,-74.03062069,Bombay Grill,40.622371,-74.031799,Indian Restaurant
744,Bay Ridge,40.62580107,-74.03062069,Subway,40.622358,-74.031248,Sandwich Place
745,Bay Ridge,40.62580107,-74.03062069,Top Thai,40.62323608,-74.02817264,Thai Restaurant
746,Bay Ridge,40.62580107,-74.03062069,Omiya,40.62232916,-74.0285755,Sushi Restaurant
747,Bay Ridge,40.62580107,-74.03062069,Pho Hoai Bay Ridge,40.62237908,-74.02855611,Vietnamese Restaurant
748,Bay Ridge,40.62580107,-74.03062069,Plaka Taverna,40.62248624,-74.02846542,Greek Restaurant
749,Bay Ridge,40.62580107,-74.03062069,Kathy's Dumplings,40.6278936,-74.02927534,Dim Sum Restaurant
750,Bensonhurst,40.6110089,-73.99517998,Villa Fiorita,40.611931,-73.997854,Italian Restaurant
751,Bensonhurst,40.6110089,-73.99517998,il Colosseo,40.61222054,-73.9974362,Italian Restaurant
752,Bensonhurst,40.6110089,-73.99517998,Il Fornaretto Bakery,40.61394014,-73.99935895,Bakery
753,Bensonhurst,40.6110089,-73.99517998,Tenzan,40.61526542,-73.99404636,Sushi Restaurant
754,Bensonhurst,40.6110089,-73.99517998,Bagel Town,40.61019916,-73.98950989,Bagel Shop
755,Bensonhurst,40.6110089,-73.99517998,Hot Spot Nabe,40.61513,-73.994582,Shabu-Shabu Restaurant
756,Bensonhurst,40.6110089,-73.99517998,Hand Pull Noodle & Dumpling House,40.61510257,-73.99422428,Noodle House
757,Bensonhurst,40.6110089,-73.99517998,18 Hipot,40.60924054,-74.00020677,Hotpot Restaurant
758,Bensonhurst,40.6110089,-73.99517998,Wasabi,40.61471806,-73.99475137,Sushi Restaurant
759,Bensonhurst,40.6110089,-73.99517998,C & C Catering Service,40.612373,-73.996614,American Restaurant
760,Bensonhurst,40.6110089,-73.99517998,Tong Xing Chinese & New Taco Mexican Food,40.61280503,-73.99657267,Chinese Restaurant
761,Bensonhurst,40.6110089,-73.99517998,Moe's Pizzaria,40.609036,-73.993831,Food
762,Bensonhurst,40.6110089,-73.99517998,Great Wall Restaurant,40.612788,-73.996991,Chinese Restaurant
763,Bensonhurst,40.6110089,-73.99517998,Taste Of China,40.608834,-73.994117,Chinese Restaurant
764,Bensonhurst,40.6110089,-73.99517998,Vittorio Pizzeria,40.61339,-73.996342,Pizza Place
765,Bensonhurst,40.6110089,-73.99517998,Dunkin' / Baskin-Robbins,40.61510581,-73.9939354,Donut Shop
766,Bensonhurst,40.6110089,-73.99517998,Papa Mike's Pizza,40.61115078,-73.99159738,Pizza Place
767,Bensonhurst,40.6110089,-73.99517998,Panda Chinese Restaurant,40.611388,-73.990784,Chinese Restaurant
768,Bensonhurst,40.6110089,-73.99517998,Dragon Garden,40.61029,-73.999592,Chinese Restaurant
769,Bensonhurst,40.6110089,-73.99517998,Mini Market,40.607499,-73.994921,Deli / Bodega
770,Bensonhurst,40.6110089,-73.99517998,Stand Up Cafe,40.614728,-73.994633,Café
771,Bensonhurst,40.6110089,-73.99517998,大華小炒皇,40.61477661,-73.99477386,Cantonese Restaurant
772,Bensonhurst,40.6110089,-73.99517998,Avon,40.61480331,-73.99495697,Italian Restaurant
773,Bensonhurst,40.6110089,-73.99517998,Blue Sky Jwy Restaurant,40.61483,-73.99459,Asian Restaurant
774,Bensonhurst,40.6110089,-73.99517998,Home Town Restaurant,40.61489105,-73.99488068,Chinese Restaurant
775,Bensonhurst,40.6110089,-73.99517998,Frateli's Pizzeria,40.61489341,-73.99420233,Pizza Place
776,Bensonhurst,40.6110089,-73.99517998,Dunkin',40.6125452,-74.0004494,Donut Shop
777,Bensonhurst,40.6110089,-73.99517998,Reliable bakery,40.60994339,-74.0003891,Bakery
778,Bensonhurst,40.6110089,-73.99517998,A+ noodle House,40.61515427,-73.99459839,Chinese Restaurant
779,Bensonhurst,40.6110089,-73.99517998,Buonissima,40.612312,-73.989901,Pizza Place
780,Sunset Park,40.64510295,-74.01031619,La Isla Cuchifritos,40.64524495,-74.01019971,Latin American Restaurant
781,Sunset Park,40.64510295,-74.01031619,La Brasa Peruana,40.6469638,-74.00844312,Latin American Restaurant
782,Sunset Park,40.64510295,-74.01031619,Royal Kings Pizza,40.64369982,-74.0117404,Pizza Place
783,Sunset Park,40.64510295,-74.01031619,Ricos Tacos,40.64442621,-74.01070549,Mexican Restaurant
784,Sunset Park,40.64510295,-74.01031619,Luigi's Pizza,40.6467759,-74.00870887,Pizza Place
785,Sunset Park,40.64510295,-74.01031619,Tacos Matamoros,40.64774791,-74.00762107,Mexican Restaurant
786,Sunset Park,40.64510295,-74.01031619,La Gran Via Bakery,40.64757446,-74.00777574,Bakery
787,Sunset Park,40.64510295,-74.01031619,Don Paco Lopez Panaderia,40.64801686,-74.01084253,Bakery
788,Sunset Park,40.64510295,-74.01031619,Charles's Pizzeria,40.645623,-74.010191,Pizza Place
789,Sunset Park,40.64510295,-74.01031619,Yafa,40.6493264,-74.00928944,Café
790,Sunset Park,40.64510295,-74.01031619,Pollo Campero,40.647646,-74.008087,Fried Chicken Joint
791,Sunset Park,40.64510295,-74.01031619,International Restaurant,40.64835415,-74.0070864,Latin American Restaurant
792,Sunset Park,40.64510295,-74.01031619,J-Petal Japanese Crepe & Thai Ice Cream,40.6461926,-74.00916086,Creperie
793,Sunset Park,40.64510295,-74.01031619,Cafe Lore,40.648474,-74.010089,Italian Restaurant
794,Sunset Park,40.64510295,-74.01031619,Pariscien Cafe Bakery,40.646956,-74.011636,Breakfast Spot
795,Sunset Park,40.64510295,-74.01031619,Savoy Bakery,40.64924978,-74.00954391,Bakery
796,Sunset Park,40.64510295,-74.01031619,Popeyes Louisiana Kitchen,40.64545028,-74.01031922,Fried Chicken Joint
797,Sunset Park,40.64510295,-74.01031619,Sunset Bagels,40.64554756,-74.009795,Bagel Shop
798,Sunset Park,40.64510295,-74.01031619,Tulcingo Restaurant,40.64194945,-74.01367759,Mexican Restaurant
799,Sunset Park,40.64510295,-74.01031619,Subway,40.64156411,-74.01378751,Sandwich Place
800,Sunset Park,40.64510295,-74.01031619,Dunkin',40.64224243,-74.01291656,Donut Shop
801,Sunset Park,40.64510295,-74.01031619,Deli & Grill,40.646194,-74.012357,Deli / Bodega
802,Sunset Park,40.64510295,-74.01031619,Venezuela's Finest Eatery,40.643184,-74.008344,Arepa Restaurant
803,Sunset Park,40.64510295,-74.01031619,El Buen Gusto,40.6450882,-74.01353455,Spanish Restaurant
804,Sunset Park,40.64510295,-74.01031619,La Guera,40.64717865,-74.00795746,Mexican Restaurant
805,Sunset Park,40.64510295,-74.01031619,Yafa Deli & Grill,40.64626746,-74.00490431,Deli / Bodega
806,Sunset Park,40.64510295,-74.01031619,Vanessa Mini Market & Deli,40.64626697,-74.00489378,Deli / Bodega
807,Greenpoint,40.73020098,-73.95424093,Oxomoco,40.72998108,-73.95546049,Mexican Restaurant
808,Greenpoint,40.73020098,-73.95424093,Karczma,40.73010197,-73.95509198,Polish Restaurant
809,Greenpoint,40.73020098,-73.95424093,Friducha,40.731512,-73.954281,Mexican Restaurant
810,Greenpoint,40.73020098,-73.95424093,Chiko,40.731871,-73.954369,Sushi Restaurant
811,Greenpoint,40.73020098,-73.95424093,Early,40.732069,-73.954721,Café
812,Greenpoint,40.73020098,-73.95424093,Fornino,40.72895139,-73.95386182,Pizza Place
813,Greenpoint,40.73020098,-73.95424093,Citroën,40.73117319,-73.95452253,French Restaurant
814,Greenpoint,40.73020098,-73.95424093,God Bless USA Deli,40.72826718,-73.95338411,Deli / Bodega
815,Greenpoint,40.73020098,-73.95424093,Archestratus Books & Foods,40.732905,-73.955365,Restaurant
816,Greenpoint,40.73020098,-73.95424093,Littleneck Outpost,40.729209,-73.957422,Sandwich Place
817,Greenpoint,40.73020098,-73.95424093,The Brew Inn,40.731031,-73.954191,Gastropub
818,Greenpoint,40.73020098,-73.95424093,Jungle Cafe,40.730201,-73.954761,Vegetarian / Vegan Restaurant
819,Greenpoint,40.73020098,-73.95424093,Paulie Gee's Slice Shop,40.72844416,-73.95734069,Pizza Place
820,Greenpoint,40.73020098,-73.95424093,Đi ăn Đi,40.72980068,-73.95825646,Vietnamese Restaurant
821,Greenpoint,40.73020098,-73.95424093,Paulie Gee’s,40.72980125,-73.95852046,Pizza Place
822,Greenpoint,40.73020098,-73.95424093,Esme,40.73313714,-73.9548128,New American Restaurant
823,Greenpoint,40.73020098,-73.95424093,Pelicana Chicken,40.73145241,-73.95450967,Fried Chicken Joint
824,Greenpoint,40.73020098,-73.95424093,Adelina's,40.7303013,-73.95335193,Italian Restaurant
825,Greenpoint,40.73020098,-73.95424093,Brooklyn Whiskers,40.73331412,-73.95479141,Bakery
826,Greenpoint,40.73020098,-73.95424093,Ovenly,40.72970768,-73.95954448,Bakery
827,Greenpoint,40.73020098,-73.95424093,Chez Ma Tante,40.72693206,-73.95725041,French Restaurant
828,Greenpoint,40.73020098,-73.95424093,Baker's Dozen,40.72753862,-73.95292838,Bagel Shop
829,Greenpoint,40.73020098,-73.95424093,Sakura 6,40.72880446,-73.95368299,Sushi Restaurant
830,Greenpoint,40.73020098,-73.95424093,Naked Dog,40.73129189,-73.9594769,Italian Restaurant
831,Greenpoint,40.73020098,-73.95424093,Italy Pizza,40.72771186,-73.95305085,Pizza Place
832,Greenpoint,40.73020098,-73.95424093,Peter Pan Donut & Pastry Shop,40.726102,-73.952252,Donut Shop
833,Greenpoint,40.73020098,-73.95424093,Anella,40.73327192,-73.95801949,American Restaurant
834,Greenpoint,40.73020098,-73.95424093,Le Gamin,40.7282801,-73.95733511,French Restaurant
835,Greenpoint,40.73020098,-73.95424093,Maria's Polish Deli,40.727417,-73.950987,Sandwich Place
836,Greenpoint,40.73020098,-73.95424093,Vamos Al Tequila,40.73071544,-73.95771407,Mexican Restaurant
837,Gravesend,40.59526001,-73.97347088,Joe's of Avenue U,40.59697081,-73.97367727,Italian Restaurant
838,Gravesend,40.59526001,-73.97347088,Nuccios Bakery,40.597097,-73.974483,Bakery
839,Gravesend,40.59526001,-73.97347088,Dunkin',40.59680842,-73.97669432,Donut Shop
840,Gravesend,40.59526001,-73.97347088,Elegante Pastry Shop,40.596633,-73.978182,Bakery
841,Gravesend,40.59526001,-73.97347088,Ciccio's,40.59667201,-73.97634043,Pizza Place
842,Gravesend,40.59526001,-73.97347088,Papa John's Pizza,40.59674856,-73.97705042,Pizza Place
843,Gravesend,40.59526001,-73.97347088,Sam's Deli,40.596784,-73.973562,Deli / Bodega
844,Gravesend,40.59526001,-73.97347088,David's Bakery & Grocery,40.59638596,-73.97361755,Eastern European Restaurant
845,Gravesend,40.59526001,-73.97347088,New Li Hing,40.596874,-73.972654,Chinese Restaurant
846,Gravesend,40.59526001,-73.97347088,Express Deli and Grocery,40.59696977,-73.97296327,Deli / Bodega
847,Gravesend,40.59526001,-73.97347088,Pizza Park,40.596835,-73.974292,Pizza Place
848,Gravesend,40.59526001,-73.97347088,Avenue U Bagel,40.596802,-73.97365,Deli / Bodega
849,Gravesend,40.59526001,-73.97347088,Eagle Cheese,40.596873,-73.972263,Italian Restaurant
850,Gravesend,40.59526001,-73.97347088,Famous Pizza Park,40.597044,-73.974418,Pizza Place
851,Gravesend,40.59526001,-73.97347088,Tasty House,40.59701,-73.974715,Chinese Restaurant
852,Gravesend,40.59526001,-73.97347088,Tre Fontane,40.596462,-73.975812,Italian Restaurant
853,Gravesend,40.59526001,-73.97347088,Grand Fortune Chinese Take Out,40.596379,-73.976672,Chinese Restaurant
854,Gravesend,40.59526001,-73.97347088,El Mixteco Bar & Restaurant,40.59632874,-73.97695923,Restaurant
855,Gravesend,40.59526001,-73.97347088,L&D Luncheonette,40.59654238,-73.97788642,Breakfast Spot
856,Gravesend,40.59526001,-73.97347088,Vinny's Lunchbox,40.596635,-73.977966,Diner
857,Gravesend,40.59526001,-73.97347088,Bari Pork Store,40.596167,-73.978314,Italian Restaurant
858,Gravesend,40.59526001,-73.97347088,Avenue U Eagle Kitchen,40.59614,-73.978737,Chinese Restaurant
